"","name","importance"
"1","CSGALNACT2",0.980932028112338
"2","DPY19L1",0.980753330379133
"3","DSE",1
"4","EOGT",0.95142247604923
"5","POGLUT2",0.975464985480332
"6","UGGT2",0.99196125111358
"7","XYLT2",0.972091206808446
