"","name","importance"
"1","GALNT3",0.892075200994295
"2","GALNT6",0.857569487462192
"3","MGAT4A",0.835901821463435
"4","ST3GAL6",0.895227710897998
"5","ST6GAL1",0.916846766180898
"6","ST6GALNAC2",1
"7","ST8SIA4",0.970343154567692
