"","name","importance"
"1","B3GALT2",202.166666666667
"2","GALNT2",119.666666666667
"3","MGAT4B",135.75
"4","MGAT4C",139.166666666667
"5","POMT2",117.833333333333
"6","ST3GAL2",157.919047619048
"7","ST8SIA4",109
